RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:57412	PR:LOC:(104619263,104651646)@chr10@Human
RP:57413	PR:LOC:(111738014,111758152)@chr1@Human
RP:57414	PR:LOC:(75152917,75166841)@chr7@Human
RP:57415	PR:LOC:(62280436,62294360)@chr3@Human
RP:57418	PR:LOC:(935348,945556)@chr19@Human
RP:57419	PR:LOC:(19141290,19651541)@chr20@Human
RP:5742	PR:LOC:(122212783,122237535)@chr9@Human
RP:5743	PR:LOC:(183372626,183381213)@chr1@Human
RP:5744	PR:LOC:(28002284,28016183)@chr12@Human
RP:57446	PR:LOC:(34713583,34783604)@chr20@Human
RP:57447	PR:LOC:(20554763,20563775)@chr14@Human
RP:57448	PR:LOC:(32493965,32754622)@chr2@Human
RP:57449	PR:LOC:(6461139,6514335)@chr1@Human
RP:5745	PR:LOC:(46894240,46920293)@chr3@Human
RP:57451	PR:LOC:(167221226,167623739)@chr5@Human
RP:57452	PR:LOC:(68796644,68890932)@chr14@Human
RP:57453	PR:LOC:(116803699,117173186)@chr11@Human
RP:57455	PR:LOC:(1766247,1799450)@chr19@Human
RP:57456	PR:LOC:(44769530,44778158)@chr3@Human
RP:57458	PR:LOC:(93464521,93546792)@chr12@Human
RP:57459	PR:LOC:(150592178,150613897)@chr1@Human
RP:5746	PR:LOC:(209097062,209184737)@chr2@Human
RP:57460	PR:LOC:(61324033,61615197)@chr12@Human
RP:57461	PR:LOC:(130330933,130362727)@chr3@Human
RP:57462	PR:LOC:(34357000,34362839)@chr9@Human
RP:57463	PR:LOC:(109761489,109764346)@chr1@Human
RP:57464	PR:LOC:(128668238,128722188)@chr7@Human
RP:57465	PR:LOC:(2486036,2495732)@chr16@Human
RP:57466	PR:LOC:(31965420,32026133)@chr21@Human
RP:57467	PR:LOC:(42709159,42718017)@chr3@Human
RP:57468	PR:LOC:(44091245,44122196)@chr20@Human
RP:57469	PR:LOC:(51686941,51689686)@chr19@Human
RP:5747	PR:LOC:(141737683,142080514)@chr8@Human
RP:57470	PR:LOC:(3719941,3736225)@chr1@Human
RP:57471	PR:LOC:(158000659,158009730)@chr2@Human
RP:57472	PR:LOC:(179854039,179937955)@chr5@Human
RP:57473	PR:LOC:(62058499,62069753)@chr20@Human
RP:57474	PR:LOC:(12547645,12582595)@chr19@Human
RP:57475	PR:LOC:(67069251,67126081)@chr14@Human
RP:57476	PR:LOC:(122901554,122998567)@chr11@Human
RP:57477	PR:LOC:(50167462,50390080)@chrX@Human
RP:57478	PR:LOC:(22986868,23068092)@chr16@Human
RP:57479	PR:LOC:(54786716,54820939)@chr19@Human
RP:57480	PR:LOC:(151013113,151256913)@chr6@Human
RP:57481	PR:LOC:(117994481,118039487)@chrX@Human
RP:57482	PR:LOC:(56877289,57037702)@chr4@Human
RP:57484	PR:LOC:(142189820,142411294)@chr4@Human
RP:57486	PR:LOC:(65053831,65155149)@chr5@Human
RP:57488	PR:LOC:(158023165,158121795)@chr7@Human
RP:57489	PR:LOC:(86526433,86573966)@chr1@Human
RP:57491	PR:LOC:(357291,488225)@chr5@Human
RP:57492	PR:LOC:(157191199,157622515)@chr6@Human
RP:57493	PR:LOC:(126169011,126251163)@chr3@Human
RP:57494	PR:LOC:(8741872,8821053)@chr12@Human
RP:57495	PR:LOC:(37250207,37273650)@chr4@Human
RP:57496	PR:LOC:(14072697,14268131)@chr16@Human
RP:57497	PR:LOC:(40467351,40663104)@chr6@Human
RP:57498	PR:LOC:(8819658,8928328)@chr2@Human
RP:575	PR:LOC:(143542379,143623370)@chr8@Human
RP:57501	PR:LOC:(130168130,130195656)@chr3@Human
RP:57502	PR:LOC:(5667821,6006442)@chrX@Human
RP:57504	PR:LOC:(42633098,42848004)@chr2@Human
RP:57505	PR:LOC:(44375164,44389041)@chr6@Human
RP:57506	PR:LOC:(3775490,3796972)@chr20@Human
RP:57507	PR:LOC:(124000509,124110293)@chr5@Human
RP:57508	PR:LOC:(57297513,57360159)@chr17@Human
RP:57509	PR:LOC:(17545585,17657596)@chr8@Human
RP:57510	PR:LOC:(43598053,43651642)@chr6@Human
RP:57511	PR:LOC:(39127814,39224633)@chr13@Human
RP:57512	PR:LOC:(25504296,25928513)@chr10@Human
RP:57513	PR:LOC:(71007938,71023222)@chr17@Human
RP:57514	PR:LOC:(120495910,120619254)@chr3@Human
RP:57515	PR:LOC:(122806192,122834651)@chr6@Human
RP:57519	PR:LOC:(40661857,40799064)@chr15@Human
RP:57520	PR:LOC:(196889483,197282841)@chr2@Human
RP:57521	PR:LOC:(76133663,76554763)@chr17@Human
RP:57522	PR:LOC:(62524808,62823841)@chr12@Human
RP:57523	PR:LOC:(23937832,23958328)@chr14@Human
RP:57524	PR:LOC:(2167185,2186526)@chr16@Human
RP:57526	PR:LOC:(99352789,99469740)@chrX@Human
RP:57528	PR:LOC:(143565033,143837137)@chr5@Human
RP:57529	PR:LOC:(109468430,109505706)@chrX@Human
RP:5753	PR:LOC:(61630222,61639151)@chr20@Human
RP:57530	PR:LOC:(148296942,148324241)@chr1@Human
RP:57531	PR:LOC:(105282661,105414451)@chr6@Human
RP:57532	PR:LOC:(24612772,24645203)@chr17@Human
RP:57533	PR:LOC:(7029644,7152910)@chr4@Human
RP:57534	PR:LOC:(17575543,17698625)@chr18@Human
RP:57535	PR:LOC:(109368575,109457896)@chr1@Human
RP:57536	PR:LOC:(32663076,33063846)@chr18@Human
RP:57537	PR:LOC:(7312544,7862635)@chr4@Human
RP:57538	PR:LOC:(83160915,83214567)@chr15@Human
RP:57539	PR:LOC:(20034631,20111511)@chr2@Human
RP:5754	PR:LOC:(43152007,43237435)@chr6@Human
RP:57540	PR:LOC:(11441040,11531873)@chr1@Human
RP:57541	PR:LOC:(148261156,148317767)@chr7@Human
RP:57542	PR:LOC:(27824454,27844908)@chr12@Human
RP:57544	PR:LOC:(51967059,52088976)@chr14@Human
RP:57545	PR:LOC:(15147789,15279446)@chr4@Human
RP:57546	PR:LOC:(65471937,65479356)@chr16@Human
RP:57547	PR:LOC:(16464776,16497883)@chr17@Human
RP:57549	PR:LOC:(156709904,156728459)@chr1@Human
RP:57551	PR:LOC:(24742069,24895628)@chr17@Human
RP:57552	PR:LOC:(173831137,173911708)@chr3@Human
RP:57553	PR:LOC:(16697271,16764155)@chr22@Human
RP:57554	PR:LOC:(69937879,70299947)@chr1@Human
RP:57555	PR:LOC:(7252226,7263903)@chr17@Human
RP:57556	PR:LOC:(115807152,115938398)@chr5@Human
RP:57558	PR:LOC:(77577610,77603401)@chr11@Human
RP:57559	PR:LOC:(90651413,90673218)@chr10@Human
RP:5756	PR:LOC:(42473795,42486445)@chr12@Human
RP:57560	PR:LOC:(161457490,161600022)@chr3@Human
RP:57561	PR:LOC:(90700300,90714877)@chr5@Human
RP:57562	PR:LOC:(101290963,101374533)@chr11@Human
RP:57563	PR:LOC:(88439393,88498853)@chr4@Human
RP:57565	PR:LOC:(28506632,28606972)@chr18@Human
RP:57567	PR:LOC:(56586074,56591263)@chr16@Human
RP:57568	PR:LOC:(228840449,228957171)@chr1@Human
RP:57569	PR:LOC:(109952988,110087983)@chr11@Human
RP:5757	PR:LOC:(232398741,232403754)@chr2@Human
RP:57570	PR:LOC:(60507922,60517528)@chr14@Human
RP:57571	PR:LOC:(66934457,66949652)@chr11@Human
RP:57572	PR:LOC:(11170973,11234128)@chr19@Human
RP:57573	PR:LOC:(61711024,61732082)@chr19@Human
RP:57574	PR:LOC:(216948095,217062256)@chr2@Human
RP:57575	PR:LOC:(134428075,134470337)@chr4@Human
RP:57576	PR:LOC:(20735815,20789816)@chr1@Human
RP:57577	PR:LOC:(115165676,115258150)@chr3@Human
RP:57578	PR:LOC:(92869318,93243442)@chr14@Human
RP:57579	PR:LOC:(71192895,71327596)@chr6@Human
RP:57580	PR:LOC:(46674200,46877827)@chr20@Human
RP:57582	PR:LOC:(135819976,135910937)@chr9@Human
RP:57583	PR:LOC:(158926952,159026869)@chr6@Human
RP:57584	PR:LOC:(24912567,25052550)@chr10@Human
RP:57585	PR:LOC:(1622261,1676709)@chr16@Human
RP:57586	PR:LOC:(45218429,45264383)@chr11@Human
RP:57589	PR:LOC:(5577232,5759452)@chr9@Human
RP:5759	PR:LOC:(118337007,118338520)@chr5@Human
RP:57590	PR:LOC:(224565570,224635551)@chr2@Human
RP:57591	PR:LOC:(39130793,39357148)@chr22@Human
RP:57592	PR:LOC:(148067864,148077454)@chr1@Human
RP:57593	PR:LOC:(2621480,2688747)@chr20@Human
RP:57594	PR:LOC:(22812684,22825073)@chr14@Human
RP:57595	PR:LOC:(152588470,152616850)@chrX@Human
RP:57596	PR:LOC:(100073243,100105884)@chr14@Human
RP:57597	PR:LOC:(76988135,77045438)@chr17@Human
RP:57599	PR:LOC:(39068511,39112886)@chr3@Human
RP:576	PR:LOC:(31861812,31898729)@chr1@Human
RP:5760	PR:LOC:(17940406,17941797)@chr20@Human
RP:57602	PR:LOC:(74295144,74348457)@chr17@Human
RP:57604	PR:LOC:(12914144,12928045)@chr8@Human
RP:57605	PR:LOC:(121994582,122044081)@chr12@Human
RP:57606	PR:LOC:(48184263,48269004)@chr4@Human
RP:57608	PR:LOC:(30344114,30444428)@chr10@Human
RP:5761	PR:LOC:(9283130,9284415)@chr12@Human
RP:57610	PR:LOC:(66314506,66398056)@chr16@Human
RP:57611	PR:LOC:(72209998,72216196)@chr15@Human
RP:57612	PR:LOC:(134319675,134323966)@chr7@Human
RP:57613	PR:LOC:(13044635,13127650)@chr12@Human
RP:57614	PR:LOC:(58039437,58124185)@chr18@Human
RP:57615	PR:LOC:(22608966,22642312)@chr19@Human
RP:57616	PR:LOC:(36457693,36462015)@chr19@Human
RP:57617	PR:LOC:(38973920,38983465)@chr15@Human
RP:57619	PR:LOC:(77713432,78058121)@chr4@Human
RP:57620	PR:LOC:(26538580,26703272)@chr4@Human
RP:57621	PR:LOC:(151777365,151804791)@chr6@Human
RP:57622	PR:LOC:(44489048,44503338)@chr19@Human
RP:57623	PR:LOC:(135559215,135794463)@chr8@Human
RP:57624	PR:LOC:(226091140,226344239)@chr2@Human
RP:57626	PR:LOC:(69172727,69580460)@chr13@Human
RP:57628	PR:LOC:(115783045,116318163)@chr2@Human
RP:5763	PR:LOC:(6745802,6750379)@chr12@Human
RP:57630	PR:LOC:(170390092,170566817)@chr4@Human
RP:57631	PR:LOC:(114168166,114291615)@chrX@Human
RP:57633	PR:LOC:(3816554,3864303)@chr3@Human
RP:57634	PR:LOC:(131111359,131229054)@chr12@Human
RP:57636	PR:LOC:(33825263,33920734)@chr17@Human
RP:5764	PR:LOC:(136369352,136485801)@chr7@Human
RP:57641	PR:LOC:(90807422,90876745)@chr14@Human
RP:57642	PR:LOC:(61394983,61432729)@chr20@Human
RP:57643	PR:LOC:(45151171,45341998)@chr1@Human
RP:57644	PR:LOC:(33026867,33053897)@chr20@Human
RP:57645	PR:LOC:(163540382,163555367)@chr1@Human
RP:57646	PR:LOC:(113173808,113251466)@chr11@Human
RP:57647	PR:LOC:(123956253,123998547)@chr12@Human
RP:57648	PR:LOC:(32888676,32909664)@chr1@Human
RP:57649	PR:LOC:(24263288,24302634)@chr17@Human
RP:57650	PR:LOC:(109752095,109790980)@chr3@Human
RP:57653	PR:LOC:(97080334,97219124)@chr9@Human
RP:57654	PR:LOC:(1330934,1371562)@chr4@Human
RP:57655	PR:LOC:(40183086,40209213)@chr19@Human
RP:57657	PR:LOC:(152060447,152072711)@chr1@Human
RP:57658	PR:LOC:(52391170,52407486)@chr12@Human
RP:57659	PR:LOC:(7303424,7328241)@chr17@Human
RP:57661	PR:LOC:(566486,602220)@chr11@Human
RP:57662	PR:LOC:(7566788,7589190)@chr19@Human
RP:57663	PR:LOC:(62331823,62335106)@chr19@Human
RP:57664	PR:LOC:(54032167,54063670)@chr19@Human
RP:57665	PR:LOC:(18657620,18663528)@chr2@Human
RP:57666	PR:LOC:(131677703,131772121)@chr12@Human
RP:57667	PR:LOC:(106521665,106558562)@chr4@Human
RP:57669	PR:LOC:(120486899,120652925)@chr2@Human
RP:5767	PR:LOC:(37938677,37939758)@chr17@Human
RP:57670	PR:LOC:(137979109,138061836)@chr7@Human
RP:57671	PR:LOC:(131269945,131384668)@chr7@Human
RP:57673	PR:LOC:(107493078,107542329)@chr6@Human
RP:57674	PR:LOC:(75925909,75983704)@chr17@Human
RP:57677	PR:LOC:(41519002,41550715)@chr19@Human
RP:57678	PR:LOC:(113899612,113933508)@chr10@Human
RP:57679	PR:LOC:(202390783,202471244)@chr2@Human
RP:5768	PR:LOC:(176855625,176898824)@chr1@Human
RP:57680	PR:LOC:(20923198,20969642)@chr14@Human
RP:57683	PR:LOC:(206954313,207004654)@chr2@Human
RP:57684	PR:LOC:(122759933,122773333)@chr9@Human
RP:57685	PR:LOC:(64683619,64870757)@chr1@Human
RP:57687	PR:LOC:(76379984,76571505)@chr16@Human
RP:57688	PR:LOC:(60663758,60877754)@chr5@Human
RP:57689	PR:LOC:(40092329,40272240)@chr11@Human
RP:57690	PR:LOC:(73556589,73612616)@chr17@Human
RP:57691	PR:LOC:(57019307,57027954)@chr6@Human
RP:57692	PR:LOC:(75430817,75434444)@chrX@Human
RP:57693	PR:LOC:(9112073,9135084)@chr19@Human
RP:57695	PR:LOC:(219140479,219258554)@chr2@Human
RP:57696	PR:LOC:(122611552,122630362)@chr12@Human
RP:57697	PR:LOC:(44674893,44739843)@chr14@Human
RP:57698	PR:LOC:(118634299,118670969)@chr10@Human
RP:57699	PR:LOC:(36816533,36915198)@chr6@Human
RP:577	PR:LOC:(69404158,70156120)@chr6@Human
RP:5770	PR:LOC:(48560298,48634495)@chr20@Human
RP:57700	PR:LOC:(116571493,116614462)@chr10@Human
RP:57701	PR:LOC:(48471202,48477727)@chr12@Human
RP:57703	PR:LOC:(180635110,180697577)@chr2@Human
RP:57704	PR:LOC:(35726864,35739225)@chr9@Human
RP:57706	PR:LOC:(123221487,123518585)@chr9@Human
RP:57707	PR:LOC:(83068612,83095794)@chr16@Human
RP:57708	PR:LOC:(67102663,67165734)@chr1@Human
RP:57709	PR:LOC:(171665055,171786560)@chr3@Human
RP:5771	PR:LOC:(12775481,12874334)@chr18@Human
RP:57710	PR:LOC:(177613218,177646896)@chr1@Human
RP:57711	PR:LOC:(41727130,41756030)@chr19@Human
RP:57713	PR:LOC:(7244255,7493456)@chr10@Human
RP:57714	PR:LOC:(75849264,75909858)@chr17@Human
RP:57715	PR:LOC:(102722276,102735362)@chr10@Human
RP:57716	PR:LOC:(45591515,45606130)@chr19@Human
RP:57717	PR:LOC:(140541164,140545980)@chr5@Human
RP:57718	PR:LOC:(93710402,93815825)@chr14@Human
RP:57719	PR:LOC:(17295032,17306638)@chr19@Human
RP:57720	PR:LOC:(129895754,129950152)@chr9@Human
RP:57721	PR:LOC:(119964177,119989693)@chr4@Human
RP:57722	PR:LOC:(63460878,63502463)@chr15@Human
RP:57724	PR:LOC:(41691689,41751659)@chr18@Human
RP:57727	PR:LOC:(44123043,44151959)@chr20@Human
RP:57728	PR:LOC:(39006590,39109996)@chr4@Human
RP:57729	PR:LOC:(224856924,224873310)@chr1@Human
RP:57730	PR:LOC:(97567633,97586230)@chr2@Human
RP:57731	PR:LOC:(45663988,45774205)@chr19@Human
RP:57732	PR:LOC:(2238556,2387609)@chr4@Human
RP:57733	PR:LOC:(22370859,22497461)@chr4@Human
RP:5774	PR:LOC:(109220071,109305291)@chr9@Human
RP:5775	PR:LOC:(120233437,120451267)@chr2@Human
RP:57758	PR:LOC:(8998511,9069731)@chr11@Human
RP:57761	PR:LOC:(309308,326203)@chr20@Human
RP:57763	PR:LOC:(72883919,72897254)@chr5@Human
RP:5777	PR:LOC:(6926001,6940740)@chr12@Human
RP:5778	PR:LOC:(198847800,198861408)@chr1@Human
RP:57786	PR:LOC:(4858794,4880038)@chr7@Human
RP:57787	PR:LOC:(50446682,50500381)@chr19@Human
RP:57794	PR:LOC:(19247827,19292318)@chr19@Human
RP:57795	PR:LOC:(173872290,173983215)@chr1@Human
RP:57798	PR:LOC:(91721539,91732801)@chr7@Human
RP:57799	PR:LOC:(580177,619273)@chr16@Human
RP:578	PR:LOC:(33648307,33655959)@chr6@Human
RP:5780	PR:LOC:(73546515,73658680)@chr15@Human
RP:57801	PR:LOC:(974412,975537)@chr1@Human
RP:57804	PR:LOC:(66875597,66877593)@chr11@Human
RP:57805	PR:LOC:(22518202,22533929)@chr8@Human
RP:5781	PR:LOC:(111319256,111410437)@chr12@Human
RP:57817	PR:LOC:(40465283,40467883)@chr19@Human
RP:57818	PR:LOC:(169583349,169590096)@chr2@Human
RP:57819	PR:LOC:(31873155,31882722)@chr6@Human
RP:5782	PR:LOC:(76811486,76914037)@chr7@Human
RP:57820	PR:LOC:(19849368,19871297)@chr14@Human
RP:57821	PR:LOC:(166095772,166128328)@chr1@Human
RP:57822	PR:LOC:(24391187,24427114)@chr1@Human
RP:57823	PR:LOC:(157522150,157537674)@chr1@Human
RP:57824	PR:LOC:(143171919,143180477)@chr5@Human
RP:57826	PR:LOC:(131062588,131077724)@chrX@Human
RP:57827	PR:LOC:(31734054,31736489)@chr6@Human
RP:57828	PR:LOC:(43518298,43553422)@chr19@Human
RP:57829	PR:LOC:(234371751,234379976)@chr1@Human
RP:5783	PR:LOC:(87873064,88093481)@chr4@Human
RP:57830	PR:LOC:(70915995,70927313)@chr11@Human
RP:57834	PR:LOC:(15885487,15906326)@chr19@Human
RP:57835	PR:LOC:(74360216,74481317)@chr2@Human
RP:5784	PR:LOC:(210919406,211113037)@chr1@Human
RP:5786	PR:LOC:(2792830,2967315)@chr20@Human
RP:57862	PR:LOC:(73423339,73468556)@chr14@Human
RP:57863	PR:LOC:(155954493,155984875)@chr1@Human
RP:57864	PR:LOC:(112720756,112732600)@chr9@Human
RP:5787	PR:LOC:(69201231,69289891)@chr12@Human
RP:57876	PR:LOC:(100191908,100205054)@chr7@Human
RP:5788	PR:LOC:(195339882,195457987)@chr1@Human
RP:5789	PR:LOC:(8307268,8723946)@chr9@Human
RP:579	PR:LOC:(13218723,13222307)@chr4@Human
RP:5790	PR:LOC:(66959557,66961729)@chr11@Human
RP:5791	PR:LOC:(129595315,129774155)@chr10@Human
RP:5792	PR:LOC:(43665640,43758430)@chr1@Human
RP:5793	PR:LOC:(61522285,62254738)@chr3@Human
RP:5794	PR:LOC:(60384428,60412654)@chr19@Human
RP:5795	PR:LOC:(47958689,48146246)@chr11@Human
RP:5796	PR:LOC:(128331625,128883416)@chr6@Human
RP:5797	PR:LOC:(7557817,8396854)@chr18@Human
RP:5798	PR:LOC:(219979852,219999648)@chr2@Human
RP:5799	PR:LOC:(156831231,157879894)@chr7@Human
RP:58	PR:LOC:(225873730,225876578)@chr1@Human
RP:580	PR:LOC:(215418783,215499872)@chr2@Human
RP:5800	PR:LOC:(15366754,15641602)@chr12@Human
RP:5801	PR:LOC:(69318129,69600853)@chr12@Human
RP:5802	PR:LOC:(5157381,5237399)@chr19@Human
RP:5803	PR:LOC:(121107358,121296041)@chr7@Human
RP:5805	PR:LOC:(111602309,111609903)@chr11@Human
RP:5806	PR:LOC:(158637309,158644079)@chr3@Human
RP:581	PR:LOC:(54149929,54156867)@chr19@Human
RP:5810	PR:LOC:(34944034,34954142)@chr5@Human
RP:5813	PR:LOC:(139473892,139475035)@chr5@Human
RP:5814	PR:LOC:(44689134,44698200)@chr7@Human
RP:58155	PR:LOC:(96899399,96992370)@chr1@Human
RP:58157	PR:LOC:(76801581,76807408)@chr14@Human
RP:58158	PR:LOC:(53699889,53707486)@chr12@Human
RP:5816	PR:LOC:(35521399,35540023)@chr22@Human
RP:5817	PR:LOC:(49839066,49858690)@chr19@Human
RP:5818	PR:LOC:(119014018,119104645)@chr11@Human
RP:58189	PR:LOC:(82885902,82920951)@chr16@Human
RP:5819	PR:LOC:(50041474,50074035)@chr19@Human
RP:58190	PR:LOC:(219089983,219096169)@chr2@Human
RP:58191	PR:LOC:(4583581,4589863)@chr17@Human
RP:582	PR:LOC:(66034695,66057660)@chr11@Human
RP:5820	PR:LOC:(128876030,129024078)@chr8@Human
RP:5822	PR:LOC:(44351694,44375491)@chr21@Human
RP:5824	PR:LOC:(157059675,157068004)@chr1@Human
RP:5825	PR:LOC:(94596032,94696103)@chr1@Human
RP:5826	PR:LOC:(73821881,73839420)@chr14@Human
RP:5827	PR:LOC:(131874542,131891927)@chr12@Human
RP:5828	PR:LOC:(78057713,78074994)@chr8@Human
RP:5829	PR:LOC:(119110977,119166229)@chr12@Human
RP:583	PR:LOC:(55075801,55111696)@chr16@Human
RP:5830	PR:LOC:(7234225,7255343)@chr12@Human
RP:5831	PR:LOC:(77483560,77488259)@chr17@Human
RP:5832	PR:LOC:(97355692,97406372)@chr10@Human
RP:5833	PR:LOC:(77455384,77462586)@chr17@Human
RP:5834	PR:LOC:(25176706,25226648)@chr20@Human
RP:5836	PR:LOC:(50441689,50480984)@chr14@Human
RP:5837	PR:LOC:(64270606,64284763)@chr11@Human
RP:58472	PR:LOC:(43714547,43770771)@chr15@Human
RP:58473	PR:LOC:(73034871,73051512)@chr11@Human
RP:58475	PR:LOC:(59902534,59920003)@chr11@Human
RP:58476	PR:LOC:(32755809,32764898)@chr20@Human
RP:58477	PR:LOC:(135007375,135022221)@chr3@Human
RP:58478	PR:LOC:(83708942,83739419)@chr4@Human
RP:58480	PR:LOC:(225177604,225189146)@chr1@Human
RP:58483	PR:LOC:(115729999,115746475)@chr9@Human
RP:58484	PR:LOC:(32361171,32402452)@chr2@Human
RP:58485	PR:LOC:(7774392,7775987)@chr17@Human
RP:58486	PR:LOC:(10830921,10836165)@chr11@Human
RP:58487	PR:LOC:(85049761,85053794)@chr11@Human
RP:58488	PR:LOC:(51183449,51209733)@chr17@Human
RP:58489	PR:LOC:(78773374,78835017)@chr15@Human
RP:58490	PR:LOC:(36095467,36154632)@chr20@Human
RP:58491	PR:LOC:(61798504,61827362)@chr19@Human
RP:58492	PR:LOC:(2884217,2895930)@chr19@Human
RP:58493	PR:LOC:(112528348,112559942)@chr9@Human
RP:58494	PR:LOC:(25933460,26009106)@chr21@Human
RP:58495	PR:LOC:(17952796,17986521)@chr20@Human
RP:58496	PR:LOC:(31746135,31748043)@chr6@Human
RP:58497	PR:LOC:(147794046,147821262)@chr1@Human
RP:58498	PR:LOC:(43951705,43954147)@chr7@Human
RP:58499	PR:LOC:(106769100,106853344)@chr9@Human
RP:585	PR:LOC:(70765588,70817869)@chr15@Human
RP:58500	PR:LOC:(146077337,146097632)@chr8@Human
RP:58503	PR:LOC:(71444453,71456671)@chr4@Human
RP:58504	PR:LOC:(49324086,49483144)@chr10@Human
RP:58505	PR:LOC:(109929345,109946583)@chr4@Human
RP:58506	PR:LOC:(54840089,54853711)@chr19@Human
RP:58508	PR:LOC:(151271317,151570699)@chr7@Human
RP:58510	PR:LOC:(40982732,40996041)@chr19@Human
RP:58511	PR:LOC:(84576236,84592712)@chr1@Human
RP:58512	PR:LOC:(35000131,35039126)@chr1@Human
RP:58513	PR:LOC:(16333408,16414030)@chr19@Human
RP:58515	PR:LOC:(53894267,53901029)@chr3@Human
RP:58516	PR:LOC:(31324785,31370340)@chr12@Human
RP:58517	PR:LOC:(72594998,72657774)@chr14@Human
RP:58524	PR:LOC:(966964,981732)@chr9@Human
RP:58525	PR:LOC:(15393355,15420118)@chr19@Human
RP:58526	PR:LOC:(38419291,38421917)@chrX@Human
RP:58527	PR:LOC:(139378483,139406132)@chr6@Human
RP:58528	PR:LOC:(90134313,90178497)@chr6@Human
RP:58529	PR:LOC:(75061420,75071521)@chr10@Human
RP:58530	PR:LOC:(31782660,31793674)@chr6@Human
RP:58533	PR:LOC:(34100366,34169066)@chr14@Human
RP:58538	PR:LOC:(202335126,202388923)@chr2@Human
RP:5858	PR:LOC:(9192704,9252233)@chr12@Human
RP:5859	PR:LOC:(49108370,49117175)@chr3@Human
RP:586	PR:LOC:(24855562,24993499)@chr12@Human
RP:5860	PR:LOC:(17164292,17189982)@chr4@Human
RP:5861	PR:LOC:(65225640,65268940)@chr2@Human
RP:5862	PR:LOC:(61592113,61696183)@chr8@Human
RP:5863	PR:LOC:(33367416,33374716)@chr6@Human
RP:5864	PR:LOC:(18168611,18175839)@chr19@Human
RP:5865	PR:LOC:(52096858,52168369)@chr1@Human
RP:5866	PR:LOC:(61421350,61441573)@chr11@Human
RP:5867	PR:LOC:(225713614,225747253)@chr1@Human
RP:5868	PR:LOC:(19963760,20001647)@chr3@Human
RP:5869	PR:LOC:(54654129,54674757)@chr12@Human
RP:587	PR:LOC:(53990133,54006076)@chr19@Human
RP:5870	PR:LOC:(73064333,73149849)@chr11@Human
RP:5871	PR:LOC:(64313186,64327289)@chr11@Human
RP:5872	PR:LOC:(150767203,150771879)@chr1@Human
RP:5873	PR:LOC:(53283084,53369293)@chr15@Human
RP:5874	PR:LOC:(50646838,50708210)@chr18@Human
RP:5875	PR:LOC:(23804586,23810643)@chr14@Human
RP:5876	PR:LOC:(75963907,75972785)@chr1@Human
RP:5877	PR:LOC:(199579745,199589920)@chr1@Human
RP:5878	PR:LOC:(37530524,37560548)@chr17@Human
RP:5879	PR:LOC:(6187366,6216838)@chr7@Human
RP:5880	PR:LOC:(35945812,35964805)@chr22@Human
RP:5881	PR:LOC:(77582821,77585369)@chr17@Human
RP:5883	PR:LOC:(66915999,66922459)@chr11@Human
RP:5884	PR:LOC:(68700880,68746384)@chr5@Human
RP:5885	PR:LOC:(117927355,117956182)@chr8@Human
RP:5886	PR:LOC:(12917654,12925455)@chr19@Human
RP:5887	PR:LOC:(107125115,107172854)@chr9@Human
RP:5888	PR:LOC:(38774661,38811646)@chr15@Human
RP:5889	PR:LOC:(54124962,54166691)@chr17@Human
RP:5890	PR:LOC:(67356262,68132367)@chr14@Human
RP:5891	PR:LOC:(101764932,101841284)@chr14@Human
RP:5892	PR:LOC:(30451515,30471001)@chr17@Human
RP:5893	PR:LOC:(891504,929124)@chr12@Human
RP:5894	PR:LOC:(12600108,12680414)@chr3@Human
RP:5896	PR:LOC:(36546139,36557851)@chr11@Human
RP:5897	PR:LOC:(36570071,36576362)@chr11@Human
RP:5898	PR:LOC:(39436402,39520959)@chr7@Human
RP:58985	PR:LOC:(24191567,24214917)@chr1@Human
RP:58986	PR:LOC:(361861,371908)@chr16@Human
RP:5899	PR:LOC:(120726664,120767602)@chr2@Human
RP:59	PR:LOC:(90684811,90698690)@chr10@Human
RP:590	PR:LOC:(166973395,167037952)@chr3@Human
RP:5900	PR:LOC:(133002662,133026115)@chr9@Human
RP:5901	PR:LOC:(129881448,129886243)@chr12@Human
RP:5902	PR:LOC:(18479578,18489258)@chr22@Human
RP:5903	PR:LOC:(108794455,108859769)@chr2@Human
RP:5905	PR:LOC:(39966116,40006716)@chr22@Human
RP:5906	PR:LOC:(111796882,111967777)@chr1@Human
RP:59067	PR:LOC:(123891388,123899817)@chr4@Human
RP:5908	PR:LOC:(67290991,67340569)@chr12@Human
RP:59082	PR:LOC:(104513879,104515663)@chr11@Human
RP:59084	PR:LOC:(46235721,46246676)@chr6@Human
RP:5909	PR:LOC:(21668021,21741105)@chr1@Human
RP:5910	PR:LOC:(99539798,99720995)@chr4@Human
RP:5911	PR:LOC:(96884475,96918245)@chr13@Human
RP:5912	PR:LOC:(154362727,154368963)@chr3@Human
RP:5913	PR:LOC:(47415891,47427306)@chr11@Human
RP:5914	PR:LOC:(35740896,35767420)@chr17@Human
RP:5915	PR:LOC:(25444758,25614424)@chr3@Human
RP:5916	PR:LOC:(51890621,51912247)@chr12@Human
RP:5917	PR:LOC:(167846041,167878889)@chr5@Human
RP:5918	PR:LOC:(159897601,159932977)@chr3@Human
